layer,head,cell,rsa_max,perturbation_L2,importance_quartile
18,9,hihp,0.554341733455658,2.2103822231292725,Q3
18,10,hilp,0.616409182548523,0.16983580589294434,Q3
18,11,hilp,0.6113994121551514,0.3990612328052521,Q3
18,12,hihp,0.6250911355018616,5.523270130157471,Q3
18,13,hihp,0.5939148664474487,3.037706136703491,Q3
18,14,hihp,0.6891298294067383,3.882897138595581,Q4
18,15,hihp,0.6336333155632019,3.3041796684265137,Q3
19,0,hihp,0.5970764756202698,5.789326190948486,Q3
19,1,hihp,0.6308095455169678,6.780412673950195,Q3
19,2,hihp,0.5910593271255493,2.058537721633911,Q3
19,3,hihp,0.672285795211792,2.803758382797241,Q4
19,4,hihp,0.6461058855056763,3.560736894607544,Q4
19,5,hihp,0.5870535969734192,1.9973623752593994,Q3
19,6,hihp,0.7398028373718262,1.7864421606063843,Q4
19,7,hihp,0.6957660913467407,3.2713828086853027,Q4
19,8,hihp,0.7123950123786926,5.272636413574219,Q4
19,9,hihp,0.7355054020881653,1.8121192455291748,Q4
19,10,hilp,0.6523805260658264,0.6550012230873108,Q4
19,11,hilp,0.6769768595695496,0.39743882417678833,Q4
19,12,hihp,0.6544719338417053,2.662689447402954,Q4
19,13,hihp,0.6905544996261597,2.1976237297058105,Q4
19,14,hihp,0.7288985252380371,6.723897933959961,Q4
19,15,hihp,0.702430009841919,3.3899059295654297,Q4
20,0,hihp,0.6832600831985474,3.8519060611724854,Q4
20,1,hihp,0.7117672562599182,3.3002066612243652,Q4
20,2,hihp,0.693437933921814,2.2349467277526855,Q4
20,3,hihp,0.7180346846580505,3.566779375076294,Q4
20,4,hilp,0.5951806306838989,1.0928281545639038,Q3
20,5,hihp,0.6065691709518433,1.8802977800369263,Q3
20,6,hihp,0.6955857872962952,4.034728527069092,Q4
20,7,hihp,0.7206191420555115,7.545439720153809,Q4
20,8,hihp,0.5642768144607544,3.607970714569092,Q3
20,9,hihp,0.6476148366928101,7.355125904083252,Q4
20,10,hihp,0.6582483053207397,3.4779975414276123,Q4
20,11,hihp,0.7380924224853516,5.391322135925293,Q4
20,12,hihp,0.7044299244880676,6.942032337188721,Q4
20,13,hihp,0.6992676258087158,5.798700332641602,Q4
20,14,hihp,0.681565523147583,5.588742256164551,Q4
20,15,hihp,0.7064470052719116,7.348799705505371,Q4
21,0,hihp,0.71119624376297,6.290192127227783,Q4
21,1,hihp,0.7050784230232239,4.91916561126709,Q4
21,2,hihp,0.6872928738594055,4.416255950927734,Q4
21,3,hihp,0.7271232604980469,4.902206897735596,Q4
21,4,hihp,0.6404207944869995,8.830754280090332,Q4
21,5,hihp,0.6424906253814697,5.312607288360596,Q4
21,6,hihp,0.7261718511581421,2.4262075424194336,Q4
21,7,hihp,0.7972741723060608,6.484226703643799,Q4
21,8,hihp,0.7151052951812744,2.7167422771453857,Q4
21,9,hihp,0.7314037084579468,2.109612226486206,Q4
21,10,hihp,0.6303492188453674,2.9748637676239014,Q3
21,11,hihp,0.7180517911911011,2.011267900466919,Q4
