layer,head,perturbation_L2
13,11,7.507699012756348
13,12,1.091139316558838
13,13,0.9008447527885437
13,14,1.290955901145935
13,15,0.8827010989189148
14,0,1.8655757904052734
14,1,1.8856174945831299
14,2,1.5175796747207642
14,3,2.4622788429260254
14,4,2.562495470046997
14,5,3.0361900329589844
14,6,2.109060525894165
14,7,2.20210337638855
14,8,2.399656295776367
14,9,2.250690221786499
14,10,1.9231009483337402
14,11,1.3175311088562012
14,12,5.644922256469727
14,13,0.7508057951927185
14,14,2.072427272796631
14,15,2.0744078159332275
15,0,0.9290623664855957
15,1,1.6660504341125488
15,2,1.1996774673461914
15,3,0.19597388803958893
15,4,5.311792850494385
15,5,1.3917391300201416
15,6,1.7066700458526611
15,7,1.92410147190094
15,8,2.563033103942871
15,9,3.25998592376709
15,10,0.9454108476638794
15,11,2.686406135559082
15,12,1.791946530342102
15,13,2.8267829418182373
15,14,1.5854392051696777
15,15,3.1043689250946045
16,0,0.878193736076355
16,1,1.6489131450653076
16,2,3.3001837730407715
16,3,2.249992847442627
16,4,1.9517325162887573
16,5,1.5766254663467407
16,6,1.5467920303344727
16,7,2.374293327331543
16,8,1.2922228574752808
16,9,1.1204315423965454
16,10,0.49066096544265747
16,11,1.786450982093811
16,12,1.0523581504821777
16,13,0.7050625085830688
16,14,1.1338074207305908
16,15,1.1927003860473633
17,0,1.379584550857544
17,1,2.242194175720215
17,2,2.915358066558838
17,3,2.109348773956299
17,4,0.02732096239924431
17,5,0.316608190536499
17,6,2.7977075576782227
17,7,2.4008731842041016
17,8,1.5220948457717896
17,9,1.1867648363113403
17,10,1.1233007907867432
17,11,2.255629062652588
17,12,0.29245084524154663
17,13,1.9650880098342896
17,14,1.4908125400543213
17,15,1.4190987348556519
18,0,2.5811984539031982
18,1,1.4814612865447998
18,2,4.048446178436279
18,3,4.326088905334473
18,4,1.7932348251342773
18,5,3.4712815284729004
18,6,3.1793861389160156
18,7,1.8656588792800903
18,8,1.7491215467453003
18,9,2.2103822231292725
18,10,0.16983580589294434
18,11,0.3990612328052521
18,12,5.523270130157471
18,13,3.037706136703491
18,14,3.882897138595581
18,15,3.3041796684265137
19,0,5.789326190948486
19,1,6.780412673950195
19,2,2.058537721633911
19,3,2.803758382797241
19,4,3.560736894607544
19,5,1.9973623752593994
19,6,1.7864421606063843
19,7,3.2713828086853027
19,8,5.272636413574219
19,9,1.8121192455291748
19,10,0.6550012230873108
19,11,0.39743882417678833
19,12,2.662689447402954
19,13,2.1976237297058105
19,14,6.723897933959961
19,15,3.3899059295654297
20,0,3.8519060611724854
20,1,3.3002066612243652
20,2,2.2349467277526855
20,3,3.566779375076294
20,4,1.0928281545639038
20,5,1.8802977800369263
20,6,4.034728527069092
20,7,7.545439720153809
20,8,3.607970714569092
20,9,7.355125904083252
20,10,3.4779975414276123
20,11,5.391322135925293
20,12,6.942032337188721
