group,ratio,k,k_actual,trial_id,delta_target_signed,delta_target_abs
C_imp_asc,0.01,2205,2205,34,-0.029297,0.029297
C_imp_asc,0.01,2205,2205,35,0.115234,0.115234
C_imp_asc,0.01,2205,2205,36,-0.335938,0.335938
C_imp_asc,0.01,2205,2205,37,0.105469,0.105469
C_imp_asc,0.01,2205,2205,38,0.089844,0.089844
C_imp_asc,0.01,2205,2205,39,0.111328,0.111328
C_imp_asc,0.01,2205,2205,40,-0.005859,0.005859
C_imp_asc,0.01,2205,2205,41,-0.453125,0.453125
C_imp_asc,0.01,2205,2205,42,-0.105469,0.105469
C_imp_asc,0.01,2205,2205,43,-0.023438,0.023438
C_imp_asc,0.01,2205,2205,44,0.121094,0.121094
C_imp_asc,0.01,2205,2205,45,0.050781,0.050781
C_imp_asc,0.01,2205,2205,46,-0.328125,0.328125
C_imp_asc,0.01,2205,2205,47,0.085938,0.085938
C_imp_asc,0.01,2205,2205,48,-0.242188,0.242188
C_imp_asc,0.01,2205,2205,49,-0.195312,0.195312
C_pert_asc,0.01,2205,2205,0,-0.003906,0.003906
C_pert_asc,0.01,2205,2205,1,0.023438,0.023438
C_pert_asc,0.01,2205,2205,2,-0.015625,0.015625
C_pert_asc,0.01,2205,2205,3,0.058594,0.058594
C_pert_asc,0.01,2205,2205,4,0.003906,0.003906
C_pert_asc,0.01,2205,2205,5,0.023438,0.023438
C_pert_asc,0.01,2205,2205,6,0.023438,0.023438
C_pert_asc,0.01,2205,2205,7,0.097656,0.097656
C_pert_asc,0.01,2205,2205,8,0.003906,0.003906
C_pert_asc,0.01,2205,2205,9,-0.023438,0.023438
C_pert_asc,0.01,2205,2205,10,-0.005859,0.005859
C_pert_asc,0.01,2205,2205,11,0.015625,0.015625
C_pert_asc,0.01,2205,2205,12,-0.03125,0.03125
C_pert_asc,0.01,2205,2205,13,-0.007812,0.007812
C_pert_asc,0.01,2205,2205,14,0.007812,0.007812
C_pert_asc,0.01,2205,2205,15,0.044922,0.044922
C_pert_asc,0.01,2205,2205,16,0.0,0.0
C_pert_asc,0.01,2205,2205,17,0.003906,0.003906
C_pert_asc,0.01,2205,2205,18,-0.015625,0.015625
C_pert_asc,0.01,2205,2205,19,0.007812,0.007812
C_pert_asc,0.01,2205,2205,20,0.017578,0.017578
C_pert_asc,0.01,2205,2205,21,0.0,0.0
C_pert_asc,0.01,2205,2205,22,0.0,0.0
C_pert_asc,0.01,2205,2205,23,0.0,0.0
C_pert_asc,0.01,2205,2205,24,0.009766,0.009766
C_pert_asc,0.01,2205,2205,25,0.023438,0.023438
C_pert_asc,0.01,2205,2205,26,0.039062,0.039062
C_pert_asc,0.01,2205,2205,27,0.023438,0.023438
C_pert_asc,0.01,2205,2205,28,0.011719,0.011719
C_pert_asc,0.01,2205,2205,29,-0.015625,0.015625
C_pert_asc,0.01,2205,2205,30,0.050781,0.050781
C_pert_asc,0.01,2205,2205,31,0.25,0.25
C_pert_asc,0.01,2205,2205,32,0.003906,0.003906
C_pert_asc,0.01,2205,2205,33,0.046875,0.046875
C_pert_asc,0.01,2205,2205,34,-0.011719,0.011719
C_pert_asc,0.01,2205,2205,35,0.035156,0.035156
C_pert_asc,0.01,2205,2205,36,0.0,0.0
C_pert_asc,0.01,2205,2205,37,0.074219,0.074219
C_pert_asc,0.01,2205,2205,38,0.003906,0.003906
C_pert_asc,0.01,2205,2205,39,0.001953,0.001953
C_pert_asc,0.01,2205,2205,40,0.019531,0.019531
C_pert_asc,0.01,2205,2205,41,-0.023438,0.023438
C_pert_asc,0.01,2205,2205,42,0.03125,0.03125
C_pert_asc,0.01,2205,2205,43,0.011719,0.011719
C_pert_asc,0.01,2205,2205,44,0.003906,0.003906
