model,group,ratio,k,k_actual,crel_pair,pair_id,attr_dim,delta_target_logit_signed,delta_source_logit_signed,argmax_token_id_clean,argmax_token_id_patched
qwen-2.5-14b-instruct,D_imp_asc,0.3,576,576,OPP-LESS,pair4,Q,0.25,0.0546875,4285,4285
qwen-2.5-14b-instruct,D_imp_asc,0.3,576,576,OPP-LESS,pair5,P,0.0,0.03125,45778,45778
qwen-2.5-14b-instruct,D_imp_asc,0.3,576,576,OPP-LESS,pair5,Q,0.0,-0.0625,4285,4285
qwen-2.5-14b-instruct,D_imp_asc,0.3,576,576,OPP-LESS,pair6,P,0.0,-0.03125,45778,45778
qwen-2.5-14b-instruct,D_imp_asc,0.3,576,576,OPP-LESS,pair6,Q,0.0,0.0,4285,4285
qwen-2.5-14b-instruct,D_imp_asc,0.3,576,576,OPP-LESS,pair7,P,0.25,0.125,45778,45778
qwen-2.5-14b-instruct,D_imp_asc,0.3,576,576,OPP-LESS,pair7,Q,0.0,0.03125,4285,4285
qwen-2.5-14b-instruct,D_imp_asc,0.3,576,576,OPP-LESS,pair8,P,-0.5,-0.03125,45778,45778
qwen-2.5-14b-instruct,D_imp_asc,0.3,576,576,OPP-LESS,pair8,Q,0.25,-0.15625,4285,4285
qwen-2.5-14b-instruct,D_imp_asc,0.3,576,576,OPP-LESS,pair9,P,0.0,-0.05810546875,45778,45778
qwen-2.5-14b-instruct,D_imp_asc,0.3,576,576,OPP-LESS,pair9,Q,0.5,0.03125,8993,4285
qwen-2.5-14b-instruct,D_imp_asc,0.3,576,576,MORE-LESS,pair0,P,0.0,0.0,9805,9805
qwen-2.5-14b-instruct,D_imp_asc,0.3,576,576,MORE-LESS,pair0,Q,0.0,0.0,9805,9805
qwen-2.5-14b-instruct,D_imp_asc,0.3,576,576,MORE-LESS,pair1,P,0.125,0.3125,16049,16049
qwen-2.5-14b-instruct,D_imp_asc,0.3,576,576,MORE-LESS,pair1,Q,-0.125,0.25,16049,16049
qwen-2.5-14b-instruct,D_imp_asc,0.3,576,576,MORE-LESS,pair2,P,-0.125,0.125,24479,24479
qwen-2.5-14b-instruct,D_imp_asc,0.3,576,576,MORE-LESS,pair2,Q,-0.125,0.125,24479,24479
qwen-2.5-14b-instruct,D_imp_asc,0.3,576,576,MORE-LESS,pair3,P,0.0,0.125,4704,4704
qwen-2.5-14b-instruct,D_imp_asc,0.3,576,576,MORE-LESS,pair3,Q,-0.25,0.25,4704,4704
qwen-2.5-14b-instruct,D_imp_asc,0.3,576,576,MORE-LESS,pair4,P,0.0,0.1875,51479,51479
qwen-2.5-14b-instruct,D_imp_asc,0.3,576,576,MORE-LESS,pair4,Q,0.125,0.125,51479,51479
qwen-2.5-14b-instruct,D_imp_asc,0.3,576,576,MORE-LESS,pair5,P,0.0,0.1875,4258,4258
qwen-2.5-14b-instruct,D_imp_asc,0.3,576,576,MORE-LESS,pair5,Q,0.0,0.25,4258,4258
qwen-2.5-14b-instruct,D_imp_asc,0.3,576,576,MORE-LESS,pair6,P,0.125,0.1875,64535,64535
qwen-2.5-14b-instruct,D_imp_asc,0.3,576,576,MORE-LESS,pair6,Q,0.125,0.125,64535,64535
qwen-2.5-14b-instruct,D_imp_asc,0.3,576,576,MORE-LESS,pair7,P,0.0,0.0625,7100,7100
qwen-2.5-14b-instruct,D_imp_asc,0.3,576,576,MORE-LESS,pair7,Q,0.0,0.25,7100,7100
qwen-2.5-14b-instruct,D_imp_asc,0.3,576,576,MORE-LESS,pair8,P,0.125,0.125,23071,23071
qwen-2.5-14b-instruct,D_imp_asc,0.3,576,576,MORE-LESS,pair8,Q,-0.125,0.0,23071,23071
qwen-2.5-14b-instruct,D_imp_asc,0.3,576,576,MORE-LESS,pair9,P,0.0,0.1875,18613,18613
qwen-2.5-14b-instruct,D_imp_asc,0.3,576,576,MORE-LESS,pair9,Q,0.0,0.0625,18613,18613
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-OPP,pair0,P,0.25,0.0,13939,13939
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-OPP,pair0,Q,0.25,0.125,6351,6351
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-OPP,pair1,P,0.0,0.0,13939,13939
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-OPP,pair1,Q,0.25,0.0,6351,6351
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-OPP,pair2,P,0.25,0.125,46002,46002
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-OPP,pair2,Q,0.0,0.0,6351,6351
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-OPP,pair3,P,-0.25,-0.125,13939,13939
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-OPP,pair3,Q,-0.25,0.0,6351,6351
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-OPP,pair4,P,0.25,0.0,13939,13939
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-OPP,pair4,Q,0.0,-0.125,6351,6351
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-OPP,pair5,P,-0.25,-0.125,13939,13939
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-OPP,pair5,Q,0.0,0.125,6351,6351
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-OPP,pair6,P,0.25,0.125,13939,13939
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-OPP,pair6,Q,0.25,0.25,6351,6351
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-OPP,pair7,P,0.0,0.0,13939,13939
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-OPP,pair7,Q,0.0,0.125,6351,6351
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-OPP,pair8,P,-0.25,-0.125,13939,13939
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-OPP,pair8,Q,-0.25,0.0,6351,6351
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-OPP,pair9,P,0.0,0.0,13939,13939
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-OPP,pair9,Q,0.25,0.25,6351,6351
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-MORE,pair0,P,-0.25,-0.125,13939,13939
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-MORE,pair0,Q,-0.25,-0.25,6351,6351
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-MORE,pair1,P,0.0,-0.125,13939,13939
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-MORE,pair1,Q,0.0,-0.28125,6351,6351
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-MORE,pair2,P,0.25,0.0,46002,46002
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-MORE,pair2,Q,0.0,-0.3125,6351,6351
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-MORE,pair3,P,-0.5,-0.25,13939,13939
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-MORE,pair3,Q,-0.75,-0.3125,6351,6351
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-MORE,pair4,P,0.0,-0.03125,13939,13939
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-MORE,pair4,Q,0.0,-0.1875,6351,6351
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-MORE,pair5,P,-0.5,-0.25,13939,13939
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-MORE,pair5,Q,-0.25,-0.1875,6351,6351
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-MORE,pair6,P,-0.25,0.0625,13939,13939
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-MORE,pair6,Q,0.25,-0.3125,6351,6351
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-MORE,pair7,P,-0.25,0.0,13939,13939
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-MORE,pair7,Q,-0.25,-0.625,6351,6351
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-MORE,pair8,P,-0.5,-0.1875,13939,13939
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-MORE,pair8,Q,-0.5,-0.3125,6351,6351
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-MORE,pair9,P,-0.75,-0.125,13939,13939
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-MORE,pair9,Q,0.0,-0.3125,6351,6351
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-LESS,pair0,P,0.0,-0.0625,13939,13939
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-LESS,pair0,Q,0.25,0.125,6351,6351
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-LESS,pair1,P,-0.5,0.0625,13939,13939
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-LESS,pair1,Q,0.0,0.25,6351,6351
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-LESS,pair2,P,0.25,-0.125,46002,46002
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-LESS,pair2,Q,0.25,-0.125,6351,6351
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-LESS,pair3,P,-0.5,0.3125,13939,13939
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-LESS,pair3,Q,-0.75,0.0625,6351,6351
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-LESS,pair4,P,0.0,0.46875,13939,13939
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-LESS,pair4,Q,-0.5,0.375,6351,6351
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-LESS,pair5,P,-0.5,0.0,13939,13939
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-LESS,pair5,Q,-0.25,-0.0625,6351,6351
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-LESS,pair6,P,-0.25,0.25,13939,13939
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-LESS,pair6,Q,0.75,0.0625,6351,6351
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-LESS,pair7,P,-0.5,0.25,13939,13939
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-LESS,pair7,Q,-0.25,0.0,6351,6351
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-LESS,pair8,P,-0.75,0.125,13939,13939
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-LESS,pair8,Q,-0.25,-0.1875,6351,6351
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-LESS,pair9,P,-0.25,0.328125,13939,13939
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,SAME-LESS,pair9,Q,0.25,-0.25,6351,6351
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-MORE,pair0,P,0.25,-0.09375,45778,45778
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-MORE,pair0,Q,0.0,0.03125,4285,4285
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-MORE,pair1,P,0.0,-0.0625,45778,45778
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-MORE,pair1,Q,0.25,-0.1875,4285,4285
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-MORE,pair2,P,-0.25,-0.15625,45778,45778
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-MORE,pair2,Q,-0.25,-0.5,4285,4285
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-MORE,pair3,P,-0.5,-0.1875,45778,45778
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-MORE,pair3,Q,0.0,-0.3125,4285,4285
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-MORE,pair4,P,0.0,0.0625,45778,45778
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-MORE,pair4,Q,0.0,-0.0625,4285,4285
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-MORE,pair5,P,-0.25,-0.25,45778,45778
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-MORE,pair5,Q,0.0,0.0,4285,4285
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-MORE,pair6,P,-0.5,0.171875,45778,45778
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-MORE,pair6,Q,0.0,-0.125,4285,4285
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-MORE,pair7,P,0.0,-0.125,45778,45778
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-MORE,pair7,Q,0.0,-0.125,4285,4285
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-MORE,pair8,P,-0.25,0.1875,45778,45778
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-MORE,pair8,Q,0.0,-0.0625,4285,4285
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-MORE,pair9,P,0.0,-0.0625,45778,45778
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-MORE,pair9,Q,0.25,0.0625,8993,4285
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-LESS,pair0,P,0.0,-0.078125,45778,45778
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-LESS,pair0,Q,0.25,-0.1875,4285,4285
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-LESS,pair1,P,0.0,-0.140625,45778,45778
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-LESS,pair1,Q,0.25,-0.25,4285,4285
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-LESS,pair2,P,-0.5,0.1953125,45778,45778
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-LESS,pair2,Q,0.0,-0.025390625,4285,4285
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-LESS,pair3,P,-0.25,0.25,45778,45778
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-LESS,pair3,Q,0.0,-0.125,4285,4285
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-LESS,pair4,P,-0.5,0.203125,45778,45778
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-LESS,pair4,Q,0.0,0.1015625,4285,4285
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-LESS,pair5,P,-0.25,0.03125,45778,45778
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-LESS,pair5,Q,-0.25,-0.03125,4285,4285
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-LESS,pair6,P,-0.25,0.125,45778,45778
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-LESS,pair6,Q,0.0,-0.125,4285,4285
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-LESS,pair7,P,0.0,0.125,45778,45778
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-LESS,pair7,Q,0.0,-0.09375,4285,4285
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-LESS,pair8,P,-0.25,0.015625,45778,45778
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-LESS,pair8,Q,0.0,-0.09375,4285,4285
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-LESS,pair9,P,-0.25,-0.01220703125,45778,45778
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,OPP-LESS,pair9,Q,0.25,0.0625,8993,8993
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,MORE-LESS,pair0,P,0.0,0.0,9805,9805
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,MORE-LESS,pair0,Q,-0.125,-0.125,9805,9805
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,MORE-LESS,pair1,P,0.0,0.1875,16049,16049
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,MORE-LESS,pair1,Q,0.0,0.25,16049,16049
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,MORE-LESS,pair2,P,-0.25,0.125,24479,24479
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,MORE-LESS,pair2,Q,0.0,0.0,24479,24479
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,MORE-LESS,pair3,P,0.125,0.125,4704,4704
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,MORE-LESS,pair3,Q,-0.25,0.25,4704,4704
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,MORE-LESS,pair4,P,0.0,0.1875,51479,51479
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,MORE-LESS,pair4,Q,0.0,0.125,51479,51479
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,MORE-LESS,pair5,P,-0.25,0.1875,4258,4258
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,MORE-LESS,pair5,Q,0.0,0.25,4258,4258
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,MORE-LESS,pair6,P,0.125,0.125,64535,64535
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,MORE-LESS,pair6,Q,0.25,0.125,64535,64535
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,MORE-LESS,pair7,P,0.125,0.125,7100,7100
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,MORE-LESS,pair7,Q,-0.125,0.125,7100,7100
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,MORE-LESS,pair8,P,0.125,0.0625,23071,23071
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,MORE-LESS,pair8,Q,-0.25,0.0625,23071,23071
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,MORE-LESS,pair9,P,0.125,0.1875,18613,18613
qwen-2.5-14b-instruct,D_imp_asc,0.5,960,664,MORE-LESS,pair9,Q,0.125,0.1875,18613,18613
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-OPP,pair0,P,0.25,0.125,13939,13939
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-OPP,pair0,Q,0.0,0.125,6351,6351
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-OPP,pair1,P,0.25,0.0,13939,13939
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-OPP,pair1,Q,0.0,-0.125,6351,6351
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-OPP,pair2,P,0.25,0.125,46002,13939
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-OPP,pair2,Q,0.0,0.0,6351,6351
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-OPP,pair3,P,0.0,-0.125,13939,13939
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-OPP,pair3,Q,0.0,0.125,6351,6351
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-OPP,pair4,P,0.25,0.0,13939,13939
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-OPP,pair4,Q,0.0,0.0,6351,6351
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-OPP,pair5,P,0.5,0.125,13939,13939
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-OPP,pair5,Q,-0.25,0.0,6351,6351
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-OPP,pair6,P,0.0,0.125,13939,13939
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-OPP,pair6,Q,0.25,0.125,6351,6351
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-OPP,pair7,P,0.0,0.0,13939,13939
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-OPP,pair7,Q,0.0,0.0,6351,6351
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-OPP,pair8,P,0.0,-0.125,13939,13939
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-OPP,pair8,Q,-0.25,-0.125,6351,6351
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-OPP,pair9,P,-0.25,0.0,13939,13939
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-OPP,pair9,Q,0.5,0.25,6351,6351
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-MORE,pair0,P,0.25,-0.125,13939,13939
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-MORE,pair0,Q,0.25,-0.1875,6351,6351
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-MORE,pair1,P,0.25,-0.0625,13939,13939
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-MORE,pair1,Q,-0.25,0.0,6351,6351
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-MORE,pair2,P,0.5,-0.0625,46002,13939
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-MORE,pair2,Q,0.0,-0.1875,6351,6351
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-MORE,pair3,P,-0.25,0.0,13939,13939
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-MORE,pair3,Q,-0.25,0.0625,6351,6351
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-MORE,pair4,P,0.5,2.15625,13939,13939
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-MORE,pair4,Q,-0.25,2.53125,6351,6351
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-MORE,pair5,P,0.25,-0.375,13939,13939
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-MORE,pair5,Q,-0.25,0.0,6351,6351
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-MORE,pair6,P,0.0,-0.09375,13939,13939
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-MORE,pair6,Q,0.25,-0.0625,6351,6351
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-MORE,pair7,P,0.25,2.5625,13939,13939
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-MORE,pair7,Q,0.25,2.9375,6351,6351
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-MORE,pair8,P,0.0,-0.125,13939,13939
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-MORE,pair8,Q,-0.25,-0.125,6351,6351
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-MORE,pair9,P,-0.25,1.6875,13939,13939
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-MORE,pair9,Q,0.25,2.625,6351,6351
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-LESS,pair0,P,0.0,-0.0625,13939,13939
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-LESS,pair0,Q,0.25,-0.125,6351,6351
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-LESS,pair1,P,0.0,0.0,13939,13939
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-LESS,pair1,Q,0.5,0.25,6351,6351
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-LESS,pair2,P,0.25,-0.1875,46002,13939
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-LESS,pair2,Q,0.0,-0.4375,6351,6351
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-LESS,pair3,P,0.25,3.125,13939,13939
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-LESS,pair3,Q,-0.25,2.625,6351,6351
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-LESS,pair4,P,0.25,-0.15625,13939,13939
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-LESS,pair4,Q,-0.25,0.0,6351,6351
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-LESS,pair5,P,0.25,-0.0625,13939,13939
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-LESS,pair5,Q,0.0,0.03125,6351,6351
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-LESS,pair6,P,0.25,0.0,13939,13939
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-LESS,pair6,Q,0.0,0.0625,6351,6351
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-LESS,pair7,P,-0.25,0.125,13939,13939
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-LESS,pair7,Q,0.0,0.0625,6351,6351
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-LESS,pair8,P,0.0,2.25,13939,13939
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-LESS,pair8,Q,-0.25,1.875,6351,6351
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-LESS,pair9,P,-0.25,0.609375,13939,13939
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,SAME-LESS,pair9,Q,0.5,0.09375,6351,6351
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,OPP-MORE,pair0,P,0.5,-0.046875,45778,45778
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,OPP-MORE,pair0,Q,-0.25,0.0,4285,4285
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,OPP-MORE,pair1,P,0.0,0.0,45778,45778
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,OPP-MORE,pair1,Q,0.25,-0.125,4285,4285
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,OPP-MORE,pair2,P,0.0,-0.09375,45778,45778
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,OPP-MORE,pair2,Q,-0.25,-0.1875,4285,4285
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,OPP-MORE,pair3,P,0.25,-0.0625,45778,45778
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,OPP-MORE,pair3,Q,-0.25,-0.0625,4285,4285
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,OPP-MORE,pair4,P,-0.25,1.71875,45778,45778
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,OPP-MORE,pair4,Q,0.0,1.59375,4285,4285
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,OPP-MORE,pair5,P,0.25,0.0,45778,45778
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,OPP-MORE,pair5,Q,-0.25,-0.125,4285,4285
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,OPP-MORE,pair6,P,-0.25,0.03125,45778,45778
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,OPP-MORE,pair6,Q,-0.25,0.0,4285,4285
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,OPP-MORE,pair7,P,0.5,3.0625,45778,45778
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,OPP-MORE,pair7,Q,-0.25,2.375,4285,4285
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,OPP-MORE,pair8,P,-0.25,0.0625,45778,45778
qwen-2.5-14b-instruct,std_imp_asc,0.01,19,19,OPP-MORE,pair8,Q,0.5,-0.125,4285,4285
